"st001"	"st002"	"st003"	"st004"	"st005"	"st007"	"st009"	"st010"	"st012"	"st013"	"st014"	"st015"	"st017"	"st018"	"st019"	"st022"	"st023"	"st024"	"st025"	"st026"	"st027"	"st028"	"st029"	"st030"	"st032"	"st033"	"st034"	"st035"	"st037"	"st038"	"st039"	"st040"	"st041"	"st043"	"st044"	"st045"	"st046"	"st047"	"st049"	"st050"	"st051"	"st052"	"st053"	"st055"	"st056"	"st057"	"st058"	"st059"	"st060"	"st062"	"st063"	"st064"	"st065"	"st066"	"st067"	"st0681"	"st0682"	"st069"	"st070"	"st0711"	"st0712"	"st072"	"st073"	"st074"	"st075"	"st076"	"st077"	"st078"	"st079"	"st081"	"st082"	"st083"	"st085"	"st086"	"st087"	"st088"	"st089"	"st092"	"st093"	"st094"	"st095"	"st096"	"st097"	"st098"	"st101"	"st102"	"st103"	"st104"	"st106"	"st107"	"st108"	"st109"	"st110"	"st112"	"st114"	"st115"	"st116"	"st118"	"st119"	"st120"	"st121"	"st125"	"st126"	"st127"	"st128"	"st129"	"st130"	"st131"	"st132"	"st133"	"st134"	"st135"	"st138"	"st139"	"st140"	"st141"	"st143"	"st145"	"st146"	"SILVA_taxonomic_classification"	"MAS_taxonomic_classification"	"BM_taxonomic_classification"	"SILVA_class"	"MAS_class"	"BM_class"	"MAS_plus_BM_plus_SILVA_class"	"OTU_no"
"OTU_8425"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"KC488407.1.1693_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;B7;uncultured_dinoflagellate"	NA	"63_Dinophyceae_Alveolata_4010"	"Dinophyceae"	NA	"Dinophyceae"	"Dinophyceae"	8425
"OTU_8431"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"AY664890.1.1755_Eukaryota;SAR;Alveolata;Dinoflagellata;SCM28C1;uncultured_eukaryote"	"AY664890_Dinophyceae_Alveolata"	"9324_Dinophyceae_Alveolata_3"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8431
"OTU_8439"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"HM581743.1.1796_Eukaryota;SAR;Alveolata;OLI11255;uncultured_marine_eukaryote"	"EU793623_Dinophyceae_Alveolata"	"12009_Dinophyceae_Alveolata_55"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8439
"OTU_8446"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"HQ226070.1.1798_Eukaryota;SAR;Alveolata;Dinoflagellata;Incertae_Sedis;Blastodinium;Blastodinium_spinulosum"	"EU818553_Dinophyceae_Alveolata"	"1624_Dinophyceae_Alveolata_27"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8446
"OTU_8458"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"AJ007282.1.1761_Eukaryota;Cryptophyceae;Cryptomonadales;Hemiselmis;Hemiselmis_brunnescens"	"AY937497_Cryptophyceae_Hacrobia"	"6097_Cryptomonadales_Hacrobia_44"	"Cryptomonadales"	NA	"Cryptomonadales"	"Cryptomonadales"	8458
"OTU_8461"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"AY664894.1.1756_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Karlodinium;uncultured_eukaryote"	"EU793310_Dinophyceae_Alveolata"	"14214_Dinophyceae_Alveolata_20"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8461
"OTU_8466"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	"6770_Pelagophyceae_Stramenopiles_23"	NA	NA	"Pelagophyceae"	"Pelagophyceae"	8466
"OTU_8468"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"JX840913.1.1300_Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales_Group_II;uncultured_dinoflagellate"	"EU793623_Dinophyceae_Alveolata"	"12009_Dinophyceae_Alveolata_55"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8468
"OTU_8469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	"KC582995.1.1780_Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;E222;uncultured_stramenopile"	"EF172998_Chrysophytes_Stramenopiles"	"524_Chrysophyceae_Stramenopiles_220"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	"Chrysophyceae"	8469
"OTU_8479"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"EU780618.1.1706_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;SCM27C9;uncultured_eukaryote"	"EU780618_Dinophyceae_Alveolata"	"8742_Dinophyceae_Alveolata_11"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8479
"OTU_8481"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"JX188327.1.1759_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Karlodinium;uncultured_eukaryote"	"EU793310_Dinophyceae_Alveolata"	"250_Dinophyceae_Alveolata_874"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8481
"OTU_8494"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"JX188327.1.1759_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Karlodinium;uncultured_eukaryote"	"EU793310_Dinophyceae_Alveolata"	"250_Dinophyceae_Alveolata_874"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8494
"OTU_8507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	"AB199.P14_Dictyochophytes_Stramenopiles"	NA	NA	"Dictyochophyceae"	NA	"Dictyochophyceae"	8507
"OTU_8511"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"FJ914453.1.1530_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gyrodinium;uncultured_marine_dinoflagellate"	"AY937471_Dinophyceae_Alveolata"	"9202_Dinophyceae_Alveolata_61"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8511
"OTU_8514"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"HM581743.1.1796_Eukaryota;SAR;Alveolata;OLI11255;uncultured_marine_eukaryote"	"EU561774_Dinophyceae_Alveolata"	"2659_Dinophyceae_Alveolata_438"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8514
"OTU_8515"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"KC488424.1.1711_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Heterocapsa;uncultured_dinoflagellate"	"EU793628_Dinophyceae_Alveolata"	"11327_Dinophyceae_Alveolata_19"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8515
"OTU_8524"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"GU825014.1.1200_Eukaryota;SAR;Alveolata;NIF-4C10;uncultured_eukaryote"	"EU793487_Dinophyceae_Alveolata"	"1560_Dinophyceae_Alveolata_32"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8524
"OTU_8525"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"GU821405.1.1210_Eukaryota;SAR;Rhizaria;Retaria;RAD_A;uncultured_Rhizaria"	"EU793628_Dinophyceae_Alveolata"	"11327_Dinophyceae_Alveolata_19"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8525
"OTU_8526"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"GU824544.1.1200_Eukaryota;SAR;Alveolata;Dinoflagellata;Incertae_Sedis;Blastodinium;uncultured_eukaryote"	"EU818553_Dinophyceae_Alveolata"	"1624_Dinophyceae_Alveolata_27"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8526
"OTU_8529"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"JX840913.1.1300_Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales_Group_II;uncultured_dinoflagellate"	"DQ918397_Dinophyceae_Alveolata"	"15157_Dinophyceae_Alveolata_44"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8529
"OTU_8549"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"EU446398.1.1566_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Karlodinium;uncultured_marine_eukaryote"	"EU500204_Dinophyceae_Alveolata"	"9883_Dinophyceae_Alveolata_11"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8549
"OTU_8555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"EU780608.1.1708_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gyrodinium;uncultured_eukaryote"	"EU500016_Dinophyceae_Alveolata"	"2451_Dinophyceae_Alveolata_226"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8555
"OTU_8558"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"FR865630.2.1775_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Scrippsiella;Scrippsiella_sp._CCAP1134/9"	"EU818531_Dinophyceae_Alveolata"	"1914_Dinophyceae_Alveolata_34"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8558
"OTU_8571"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	"GU823663.1.1210_Eukaryota;SAR;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochales;Dictyocha;uncultured_stramenopile"	"GU823164_Dictyochophytes_Stramenopiles"	"11435_Dictyochophyceae_Stramenopiles_75"	"Dictyochophyceae"	"Dictyochophyceae"	"Dictyochophyceae"	"Dictyochophyceae"	8571
"OTU_8582"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"AB686254.1.1710_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gymnodinium_clade;Lepidodinium;Lepidodinium_chlorophorum"	"EU780625_Dinophyceae_Alveolata"	"9_Dinophyceae_Alveolata_61014"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8582
"OTU_8585"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	"KC583129.1.1754_Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;uncultured_Chlorophyta"	"EU561670_Prasinophyceae_Chlorophyta"	"3779_Mamiellophyceae_Archaeplastida_34"	"Mamiellophyceae"	"Prasinophyceae"	"Mamiellophyceae"	"Prasinophyceae"	8585
"OTU_8602"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"GU823903.1.1203_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;SCM37C61;uncultured_eukaryote"	"AY664880_Dinophyceae_Alveolata"	"2270_Dinophyceae_Alveolata_72"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8602
"OTU_8606"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"FR865630.2.1775_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Scrippsiella;Scrippsiella_sp._CCAP1134/9"	"AY664986_Dinophyceae_Alveolata"	"11354_Dinophyceae_Alveolata_11"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8606
"OTU_8609"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"KC488444.1.1666_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gymnodinium_clade;Chytriodinium;uncultured_dinoflagellate"	"EF172846_Dinophyceae_Alveolata"	"14920_Dinophyceae_Alveolata_3"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8609
"OTU_8611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"AY664968.1.1756_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gymnodinium_clade;Lepidodinium;uncultured_eukaryote"	"DQ918751_Dinophyceae_Alveolata"	"19091_Dinophyceae_Alveolata_9"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8611
"OTU_8612"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"AB275079.1.1752_Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Clade_VII;Subclade_A;uncultured_eukaryote"	"FJ537344_Prasinophyceae_Chlorophyta"	"91_Prasinophyceae_Archaeplastida_63"	NA	"Prasinophyceae"	"Prasinophyceae"	"Prasinophyceae"	8612
"OTU_8615"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"AY664921.1.1754_Eukaryota;SAR;Alveolata;OLI11255;uncultured_eukaryote"	"EU793623_Dinophyceae_Alveolata"	"16659_Dinophyceae_Alveolata_16"	NA	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8615
"OTU_8617"	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"AY665053.1.1754_Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Incertae_Sedis;Halostylodinium;uncultured_eukaryote"	"AY665053_Dinophyceae_Alveolata"	"624_Dinophyceae_Alveolata_127"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	"Dinophyceae"	8617
